家ID,画像のタイトル,部屋の種別,部屋のスタイル,説明文,画像URL,画像Path
20005,ファサード,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22272/1Sy6TTZ14E.jpg,1Sy6TTZ14E.jpg
20005,ファサード,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22270/WzHeS4OzIP.jpg,WzHeS4OzIP.jpg
20005,ホビールーム,アウトドア,ナチュラル,,https://cdn.suvaco.jp/rooms/22268/eue9xLsvHX.jpg,eue9xLsvHX.jpg
20005,ダイニングキッチン,リビングダイニング,ナチュラル,,https://cdn.suvaco.jp/rooms/22266/aI50kS8bFV.jpg,aI50kS8bFV.jpg
20005,ファサード,外観,ナチュラル,,https://cdn.suvaco.jp/rooms/22264/SJhjmzGD1r.jpg,SJhjmzGD1r.jpg
30001,外観,外観,ナチュラル,デッキ材を使った２階テラスの手摺の高さを高くして周囲から見えづらくしました。,https://cdn.suvaco.jp/rooms/48789/duFtdxGwvf.jpg,duFtdxGwvf.jpg
,,,,デッキ材はオーストラリアンサイプレスを染色して仕上げました。,,
30001,2F_LDK,リビングダイニング,ナチュラル,中央部分の白い壁に囲まれた部分は屋上にある窓から自然光を１階に落す為のライトウェル（光井戸）です。２階はこの白い壁で空間をおおらかに分けています。,https://cdn.suvaco.jp/rooms/48791/KHqdJYq06k.jpg,KHqdJYq06k.jpg
,,,,床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています。,,
,,,,梁を現しにすることで天井を高くして、薪ストーブの煙突がのびやかに上がっていくようにしました。,,
,,,,木の風合いの中にステンレスのシステムキッチンを入れ、空間を引き締めています。,,
,,,,ダイニングテーブルはオリジナル製作でウォールナット無垢板にスチールプレートの脚をつけました。,,
,,,,ボール球の照明は設置高さを変えて空間にリズムを作っています。,,
30001,2F_LDK,リビングダイニング,ナチュラル,床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています。,https://cdn.suvaco.jp/rooms/48793/5n9tZgyoHn.jpg,5n9tZgyoHn.jpg
,,,,梁を現しにすることで天井を高くして、薪ストーブの煙突がのびやかに上がっていくようにしました。,,
,,,,奥に見えるテラスは手摺壁を高くし、室内の延長で使用できるようにしました。,,
30001,2F_LDK,リビングダイニング,ナチュラル,左に見える白い壁に囲まれた部分は屋上にある窓から自然光を１階に落す為のライトウェル（光井戸）です。２階はこの白い壁で空間をおおらかに分けています。,https://cdn.suvaco.jp/rooms/48795/GURlo4S4Bn.jpg,GURlo4S4Bn.jpg
,,,,床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています。,,
,,,,梁を現しにすることで天井を高くして、薪ストーブの煙突がのびやかに上がっていくようにしました。,,
30001,2F_ダイニングキッチン,リビングダイニング,ナチュラル,大きく開くサッシを設置し、内部とテラスが連続して使えるようにしました。,https://cdn.suvaco.jp/rooms/48797/km4LzOJZPQ.jpg,km4LzOJZPQ.jpg
,,,,床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています。,,
,,,,梁を現しにすることで天井を高くして、薪ストーブの煙突がのびやかに上がっていくようにしました。,,
,,,,木の風合いの中にステンレスのシステムキッチンを入れ、空間を引き締めています。,,
,,,,ボール球の照明は設置高さを変えて空間にリズムを作っています。,,
,,,,屋上に出る為の梯子を設置しています。,,
30001,2F_LDK,その他,モダン,右の白い壁は屋上にある窓から自然光を１階に落す為のライトウェル（光井戸）です。光が広がりながら落ちるように、この壁は3次元にねじって下に広げています。,https://cdn.suvaco.jp/rooms/48800/kUdtocKWAr.jpg,kUdtocKWAr.jpg
,,,,白い壁は塗装仕上げ、床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています。,,
,,,,奥は白い内装のバスルームです。,,
30001,2F_ダイニングキッチン,リビングダイニング,ナチュラル,梁を現しにすることで天井を高くして、空間を豊かにしました。,https://cdn.suvaco.jp/rooms/48803/jgmbCLfuQQ.jpg,jgmbCLfuQQ.jpg
,,,,床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています。,,
,,,,木の風合いの中にステンレスのシステムキッチンを入れ、空間を引き締めています。,,
,,,,ダイニングテーブルはオリジナル製作でウォールナット無垢板にスチールプレートの脚をつけました。,,
,,,,ボール球の照明は設置高さを変えて空間にリズムを作っています。,,
,,,,梯子を上ると屋上が有り、階段を下りたところがエントランスになっています。,,
30001,2F_LDK,リビングダイニング,ナチュラル,梁を現しにすることで天井を高くして空間を豊かにし薪ストーブの煙突がのびやかに上がっていくようにしました。,https://cdn.suvaco.jp/rooms/48810/MaM9lpUBTK.jpg,MaM9lpUBTK.jpg
,,,,床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています,,
30001,2F_キッチン,キッチン,モダン,木の風合いの中にステンレスのシステムキッチンを入れ、空間を引き締めています。,https://cdn.suvaco.jp/rooms/48814/52lAKVuGgl.jpg,52lAKVuGgl.jpg
,,,,ダイニングテーブルはオリジナル製作でウォールナット無垢板にスチールプレートの脚をつけました。,,
,,,,ボール球の照明は設置高さを変えて空間にリズムを作っています。,,
30001,2F_LDKとテラス,リビングダイニング,ナチュラル,大きく開放できるサッシを設置し手摺壁を高くすることで室内から延長してテラスを使えるようにしました。手摺壁はテラス床と同じデッキ材を染色して使用しています。,https://cdn.suvaco.jp/rooms/48819/QU3MzMD2h9.jpg,QU3MzMD2h9.jpg
,,,,内部の床、天井にはラーチ合板を貼り、天井を撤去した後に出てきた梁と合わせて濃い茶色で染色しています。,,
,,,,梁を現しにすることで天井を高くして、薪ストーブの煙突がのびやかに上がっていくようにしました。,,
30001,1F_LDK_ライトウェル（光井戸）,リビングダイニング,モダン,1階は中央には屋上にある窓から自然光を落す為のライトウェル（光井戸）を作りました。ライトウェルの中に梁が象徴的に浮かんで見えます。,https://cdn.suvaco.jp/rooms/48833/h2wgMyds8C.jpg,h2wgMyds8C.jpg
30001,ライトウェル（光井戸）,その他,モダン,1階は中央には屋上にある窓から自然光を落す為のライトウェル（光井戸）を作りました。ライトウェルの中に梁が象徴的に浮かんで見えます。,https://cdn.suvaco.jp/rooms/48837/qfNN45V0Jq.jpg,qfNN45V0Jq.jpg
30001,1F_リビング,リビングダイニング,モダン,1階は中央には屋上にある窓から自然光を落す為のライトウェル（光井戸）を作りました。,https://cdn.suvaco.jp/rooms/48846/gB0JdhZoMH.jpg,gB0JdhZoMH.jpg
30001,1F_キッチン,キッチン,モダン,,https://cdn.suvaco.jp/rooms/48848/ITbzOBc2TR.jpg,ITbzOBc2TR.jpg
30002,子供部屋,子供部屋,モダン,可動パーティションで仕切られた子供部屋。,https://cdn.suvaco.jp/rooms/48663/2eLOHpFcJQ.jpg,2eLOHpFcJQ.jpg
,,,,床はパイン材の無垢フローリングを白染色しています。,,
,,,,トップライトからの光はこの部屋に光を採りこむとともに、下階へは吹抜けを通して光を落しています。,,
30002,子供部屋/個室,子供部屋,モダン,最上階は可動パーティションで使い勝手に合わせて壁の位置を移動することができます。,https://cdn.suvaco.jp/rooms/48661/REhltzKAI5.jpg,REhltzKAI5.jpg
30002,階段,その他,モダン,薄いスチールプレートを折り曲げて製作した階段。,https://cdn.suvaco.jp/rooms/48659/WR8TKisSMU.jpg,WR8TKisSMU.jpg
30002,LDK,リビングダイニング,モダン,内装は床、壁、天井とも全て白い仕上げにしています。,https://cdn.suvaco.jp/rooms/48657/wGMsDQvkbD.jpg,wGMsDQvkbD.jpg
,,,,床はホモジニアスタイル、壁、天井は塗装仕上げです。,,
,,,,階段は薄いスチールプレートを折り曲げて製作しています。,,
30002,キッチン,キッチン,モダン,内装は床、壁、天井とも全て白い仕上げにしています。,https://cdn.suvaco.jp/rooms/48655/SnuOho78kr.jpg,SnuOho78kr.jpg
,,,,床はホモジニアスタイル、壁、天井は塗装仕上げです。,,
,,,,中央にある斜めの壁が空間を仕切り壁の向こうにアトリエスペースがあります。,,
,,,,吹抜け越しにトップライトの光が落ち、斜めの壁がその光を受け止めます。,,
30002,�LDK,リビングダイニング,モダン,内装は床、壁、天井とも全て白い仕上げにしています。,https://cdn.suvaco.jp/rooms/48653/GuWS9z8trY.jpg,GuWS9z8trY.jpg
,,,,床はホモジニアスタイル、壁、天井は塗装仕上げです。,,
,,,,中央にある斜めの壁が空間を仕切り左はLDKスペース、右はアトリエスペースになっています。LDKには上部のトップライトから自然光を採り入れています。,,
30002,�LDK,リビングダイニング,モダン,内装は床、壁、天井とも全て白い仕上げにしています。,https://cdn.suvaco.jp/rooms/48651/lkVX42Gl8B.jpg,lkVX42Gl8B.jpg
,,,,床はホモジニアスタイル、壁、天井は塗装仕上げです。,,
,,,,中央にある斜めの壁が空間を仕切り左はLDKスペース、右はアトリエスペースになっています。LDKには上部のトップライトから自然光を採り入れています。,,
30002,外観,外観,モダン,三角形の開口部が特徴的な外観です。,https://cdn.suvaco.jp/rooms/48649/VwWUTiRWkn.jpg,VwWUTiRWkn.jpg
,,,,外壁の仕上げはモルタルの上に粗い砂が入った吹付け材を吹き、ザラザラした風合いを持たせています。,,
30003,�LDK,リビングダイニング,モダン,33畳のLDKスペース。,https://cdn.suvaco.jp/rooms/48430/owYRGGHnNN.jpg,owYRGGHnNN.jpg
,,,,右上の茶色の天井は中２階の床で、片持ち構造の軽やかな階段から上っていく。,,
,,,,右のアールのついた壁の奥は書斎兼収納スペース。壁をアールにすることでLDKの広がりの邪魔にならないようにしている。,,
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
,,,,ダイニングテーブルはコルビジェのLC6、イスはマリオ・ベリーニのCABチェア。,,
30003,�LDK,リビングダイニング,モダン,33畳のLDKスペース。,https://cdn.suvaco.jp/rooms/48432/w00LIW2rNS.jpg,w00LIW2rNS.jpg
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
30003,ダイニング,リビングダイニング,モダン,上部が吹抜けているダイニングスペースは上部の開口より光が射し込み明るいスペースになっている。,https://cdn.suvaco.jp/rooms/48434/qgzIt6d3iJ.jpg,qgzIt6d3iJ.jpg
,,,,右上の茶色の天井は中２階の床で、片持ち構造の軽やかな階段から上っていく。さらに数段上るとガラス床のブリッジに至る。ブリッジは個室とルーフテラスを結んでいる。,,
,,,,正面のキッチンは対面式のキッチンカウンターで背面収納と合わせて、全てオリジナルで製作をしている。,,
,,,,,,
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
,,,,ダイニングテーブルはコルビジェのLC6、イスはマリオ・ベリーニのCABチェア。,,
30003,ダイニング,リビングダイニング,モダン,上部が吹抜けているダイニングスペースは上部の開口より光が射し込み明るいスペースになっている。,https://cdn.suvaco.jp/rooms/48436/uGfsyV8gjW.jpg,uGfsyV8gjW.jpg
,,,,右上の茶色の天井は中２階の床で、片持ち構造の軽やかな階段から上っていく。中２階は子どものスタディ＆プレイスペースで下階から活動様子を見ることができる。,,
,,,,さらに数段上るとガラス床のブリッジに至る。ブリッジは個室とルーフテラスを結んでいる。ガラス床は光を透過するので下階の圧迫感を軽減してくれる。,,
,,,,,,
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
,,,,ダイニングテーブルはコルビジェのLC6、イスはマリオ・ベリーニのCABチェア。,,
30003,�LDK,リビングダイニング,モダン,33畳のLDKスペース。,https://cdn.suvaco.jp/rooms/48438/3QW3CFZE6N.jpg,3QW3CFZE6N.jpg
,,,,上の茶色の天井は中２階の床で、片持ち構造の軽やかな階段から上っていく。,,
,,,,左のアールのついた壁の奥は書斎兼収納スペース。壁をアールにすることでLDKの広がりの邪魔にならないようにしている。,,
,,,,,,
,,,,ソファが置いてある場所は改修前は和室で仕切られていた所で間仕切りを取り払い、一体的な空間にしている。,,
,,,,,,
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
30003,�LDK,リビングダイニング,モダン,対面式のキッチンカウンターからの眺め。,https://cdn.suvaco.jp/rooms/48448/ww45fxcsBu.jpg,ww45fxcsBu.jpg
,,,,前はリビングダイニング、上は中２階のスタディ＆プレイスペースを見渡すことができる。,,
,,,,キッチンカウンターは全てオリジナルでライフスタイルに合わせたデザインを行っている。,,
,,,,カウンター材は人造大理石の黒。ダイニング側の少し上がったカウンターは朝食を軽く食べたり、お酒を飲んだりすることができ、カウンターの中と外でコミュニケーションをとることができる。,,
,,,,また、カウンターが上がっていることで繁雑になりがちなシンク廻りをダイニング側から隠すことができるし、上にエスプレッソマシーンをおいてアクセントにすることもできる。,,
30003,�LDK,リビングダイニング,モダン,ダイニングスペースから中２階のスタディ＆プレイスペースを見る。,https://cdn.suvaco.jp/rooms/48450/c6bsyKoH0H.jpg,c6bsyKoH0H.jpg
,,,,,,
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
,,,,ダイニングテーブルはコルビジェのLC6、イスはマリオ・ベリーニのCABチェア。,,
30003,�LDK,リビングダイニング,モダン,33畳のLDKスペース。,https://cdn.suvaco.jp/rooms/48452/D4xA79f7Nm.jpg,D4xA79f7Nm.jpg
,,,,上部が吹抜けているダイニングスペースは上部の開口より光が射し込み明るいスペースになっている。,,
,,,,左上の茶色の天井は中２階の床で、片持ち構造の軽やかな階段から上っていく。さらに数段上るとガラス床のブリッジに至る。ブリッジは個室とルーフテラスを結んでいる。,,
,,,,,,
,,,,正面奥のアールのついた壁の奥は書斎兼収納スペース。壁をアールにすることでLDKの広がりの邪魔にならないようにしている。,,
,,,,,,
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
,,,,ダイニングテーブルはコルビジェのLC6、イスはマリオ・ベリーニのCABチェア。,,
30003,ダイニング,リビングダイニング,モダン,正面の左右の開口は引違いサッシだったものを１枚戸にし真ん中の壁の中に引き込めるように改修しました。サッシのフレームが見えないので解放感が増します。,https://cdn.suvaco.jp/rooms/48461/VkTZq8xCB9.jpg,VkTZq8xCB9.jpg
,,,,また正面壁には造付収納を設置しました。,,
,,,,,,
,,,,床は大判の磁器質タイルを使用して部屋の上質感を出している。壁、天井は塗装仕上げ。,,
,,,,ダイニングテーブルはコルビジェのLC6、イスはマリオ・ベリーニのCABチェア。,,
30003,キッチン,キッチン,モダン,キッチンカウンター、背面の壁面収納とも全てオリジナルでライフスタイルに合わせたデザインを行っている。,https://cdn.suvaco.jp/rooms/48481/7AVhPe65CD.jpg,7AVhPe65CD.jpg
